Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-056341,2020-12,12/13/2020 13:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,1350,UNION,51,,,1350,UNION,0,0
20-056067,2020-12,12/13/2020 13:00,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4735,PALM,55,,,4735,PALM,0,0
20-056059,2020-12,12/13/2020 13:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,69,,,,,0,0
20-056186,2020-12,12/13/2020 13:30,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500                  ,3117,,59,,,3117,THOMAS,0,0
20-056107,2020-12,12/13/2020 13:44,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500                      ,4519,MCMILLAN,54,,,4519,MCMILLAN,0,0
20-056073,2020-12,12/13/2020 13:45,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,,GRAVOIS NEOSHO,5,,,,,0,0
20-056074,2020-12,12/13/2020 14:00,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,1020,LOUGHBOROUGH,80,,,1020,LOUGHBOROUGH,0,0
20-058341,2020-12,12/13/2020 14:00,Y, , ,1, ,69602,1,"LARCENY-ALL OTHER $500 - $24,999                  ",4039,WEBER,4,,,4039,WEBER,0,0
20-056548,2020-12,12/13/2020 14:14,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,1515,KINGSHIGHWAY,52,,,1515,KINGSHIGHWAY,0,0
20-056075,2020-12,12/13/2020 15:00,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,710,GOODFELLOW,48,,,956,HAMILTON,0,0
20-056075,2020-12,12/13/2020 15:00,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,710,GOODFELLOW,48,,,956,HAMILTON,0,0
20-056081,2020-12,12/13/2020 15:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,1610,HAMPTON,42,,,1610,HAMPTON,0,0
20-056921,2020-12,12/13/2020 15:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,4401,ALASKA,16,,,4401,ALASKA,0,0
20-056400,2020-12,12/13/2020 15:00,Y, , ,1, ,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999               ",6164,GRAND,1,,,6164,GRAND,0,0
20-056078,2020-12,12/13/2020 15:20,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",2321,HEBERT,60,,,2321,HEBERT,0,0
20-056076,2020-12,12/13/2020 15:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,71,,,,,0,0
20-056085,2020-12,12/13/2020 16:00,Y, , ,1, ,103000,1,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT    ,1008,LOUGHBOROUGH,2,,,,,0,0
20-056151,2020-12,12/13/2020 16:00,Y, , ,1, ,51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4227,BLAINE,28,,,4227,BLAINE,0,0
20-056102,2020-12,12/13/2020 16:15,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,1531,,36,,,1531,PINE,0,0
20-056082,2020-12,12/13/2020 16:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5964,GOODFELLOW,73,,,5964,GOODFELLOW,0,0
20-056178,2020-12,12/13/2020 16:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,3915,CHIPPEWA,15,,,3915,CHIPPEWA,0,0
20-056117,2020-12,12/13/2020 16:40,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,4660,CHIPPEWA,5,,,4660,CHIPPEWA,0,0
20-056114,2020-12,12/13/2020 17:00,Y, , ,1, ,51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,4101,LACLEDE,38,,,4101,LACLEDE,0,0
20-056084,2020-12,12/13/2020 17:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,2226,HICKORY,32,,,2226,HICKORY,0,0
20-056098,2020-12,12/13/2020 17:32,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,5918,MIMIKA,73,,,5918,MIMIKA,0,0
20-056090,2020-12,12/13/2020 17:55,Y, , ,1, ,182260,4,DRUGS-POSSESSION/METHAMPHETAMINE                  ,,,77,,,,,0,0
20-056087,2020-12,12/13/2020 18:00,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,,,50,,,,,0,0
20-056130,2020-12,12/13/2020 18:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,534,FAULKNER,82,,,534,FAULKNER,0,0
20-056165,2020-12,12/13/2020 18:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,5500,,47,,,5500,PERSHING,0,0
20-056844,2020-12,12/13/2020 18:00,Y, , ,1, ,69602,3,"LARCENY-ALL OTHER $500 - $24,999                  ",1901,LAFAYETTE,32,,,1901,LAFAYETTE,0,0
20-056095,2020-12,12/13/2020 18:20,Y, , ,1, ,38111,2,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,4011,,39,,,4041,CHOUTEAU,0,0
20-056148,2020-12,12/13/2020 18:30,Y, , ,1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,3517,PESTALOZZI,25,,,3517,PESTALOZZI,0,0
20-056148,2020-12,12/13/2020 18:30, ,Y, ,-1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,3517,PESTALOZZI,25,,,3517,PESTALOZZI,0,0
20-056096,2020-12,12/13/2020 18:30,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",924,GARRISON,59,,,924,GARRISON,0,0
20-056094,2020-12,12/13/2020 18:38,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA                        ,,GOODFELLOW STRATFORD,70,,,,,0,0
20-056385,2020-12,12/13/2020 18:45,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5811,,48,Cabanne Apartments,,5811,CABANNE,0,0
20-056101,2020-12,12/13/2020 19:15,Y, , ,1, ,43012,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,4645,GRAVOIS,5,,,4645,GRAVOIS,0,0
20-056099,2020-12,12/13/2020 19:20,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,3715,CHIPPEWA,16,,,3715,CHIPPEWA,0,0
20-056172,2020-12,12/13/2020 19:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5907,MINNESOTA,1,,,5907,MINNESOTA,0,0
20-056142,2020-12,12/13/2020 19:30,Y, , ,1, ,64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,4035,PARKER,15,,,4035,PARKER,0,0
20-056106,2020-12,12/13/2020 19:30,Y, , ,1, ,81000,5,ARSON-1ST DEGREE/SUCCESS                          ,5936,OAKHERST,48,,,5936,OAKHERST,0,0
20-056718,2020-12,12/13/2020 20:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,4963,THOLOZAN,14,,,4963,THOLOZAN,0,0
20-056298,2020-12,12/13/2020 20:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1609,GRAPE,73,"JEFFREY, GORDON",,1609,GRAPE,0,0
20-056491,2020-12,12/13/2020 20:00,Y, , ,1, ,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999              ",7020,SUTHERLAND,9,,,7020,SUTHERLAND,0,0
20-056109,2020-12,12/13/2020 20:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,,,56,,,,,0,0
20-056278,2020-12,12/13/2020 20:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,6058,KINGSBURY,46,,,6058,KINGSBURY,0,0
20-056103,2020-12,12/13/2020 20:40,Y, , ,1, ,250000,3,LOITERING-BEGGING                                 ,3800,GRAND,16,,,,,0,0
20-056121,2020-12,12/13/2020 21:00,Y, , ,1, ,43013,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,2629,JEFFERSON,30,Lee's Chicken,,2629,JEFFERSON,0,0
20-056164,2020-12,12/13/2020 21:00,Y, , ,1, ,64701,6,LARCENY-FROM MTR VEH UNDER $500                   ,4547,DURANT,71,,,4547,DURANT,0,0
20-056236,2020-12,12/13/2020 21:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4500,WASHINGTON,38,,,4500,WASHINGTON,0,0
20-056228,2020-12,12/13/2020 21:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,5028,MILENTZ,6,,,5028,MILENTZ,0,0
20-056104,2020-12,12/13/2020 21:15,Y, , ,1, ,91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,,,38,,,,,0,0
20-056110,2020-12,12/13/2020 21:19,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,7320,GRAVOIS,4,CVS,,7320,GRAVOIS,0,0
20-056112,2020-12,12/13/2020 21:50,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,2807,JEFFERSON,30,Rallys,,,,0,0
20-056168,2020-12,12/13/2020 22:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999               ",1316,7TH,20,,,1316,7TH,0,0
20-056309,2020-12,12/13/2020 22:00,Y, , ,1, ,65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999              ",,GRAVOIS CHRISTY,5,,,,,0,0
20-056289,2020-12,12/13/2020 22:00,Y, , ,1, ,65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999              ",245,UNION,47,,,245,UNION,0,0
20-056118,2020-12,12/13/2020 22:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,,,20,NA,,,,0,0
20-056147,2020-12,12/13/2020 23:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,3930,LOUGHBOROUGH,4,,,3944,LOUGHBOROUGH,0,0
20-056122,2020-12,12/13/2020 23:01,Y, , ,1, ,43016,3,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ,2900,LEMP,22,,,2900,LEMP,0,0
20-056119,2020-12,12/13/2020 23:02,Y, , ,1, ,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",2407,ECOFF,10,,,2407,ECOFF,0,0
20-056120,2020-12,12/13/2020 23:10,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,1303,GOODFELLOW,78,,,,,0,0
20-056299,2020-12,12/13/2020 23:30,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,21,,,,,0,0
20-056124,2020-12,12/13/2020 23:31,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",1203,,62,,,,,0,0
20-056125,2020-12,12/13/2020 23:59,Y, , ,1, ,31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,4301,LINDELL,38,US BANK,,,,0,0
20-056133,2020-12,12/14/2020 0:00,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN                           ,4101,GRAVOIS,16,Quik Trip,,4101,GRAVOIS,0,0
20-056268,2020-12,12/14/2020 0:00,Y, , ,1, ,67601,3,"LARCENY-FROM BUILDING $500 - $24,999              ",1118,14TH,33,,,1118,14TH,0,0
20-056129,2020-12,12/14/2020 0:01,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4000,SPRING,16,,,3933,BROADWAY,0,0
20-056146,2020-12,12/14/2020 0:01,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4218,37TH,16,,,4218,37TH,0,0
20-056134,2020-12,12/14/2020 0:30,Y, , ,1, ,69602,4,"LARCENY-ALL OTHER $500 - $24,999                  ",3001,FLORISSANT,60,,,3001,FLORISSANT,0,0
20-056132,2020-12,12/14/2020 0:40,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,66,,,,,0,0
20-056123,2020-12,12/14/2020 1:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4015,NEBRASKA,16,,,4015,NEBRASKA,0,0
20-056310,2020-12,12/14/2020 2:00,Y, , ,1, ,65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999              ",5721,GOODFELLOW,76,,,5721,GOODFELLOW,0,0
20-056136,2020-12,12/14/2020 2:30,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,200,TUCKER,35,Justice Center,,200,TUCKER,0,0
20-056139,2020-12,12/14/2020 6:20,Y, , ,1, ,31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,800,HORNSBY,74,,,800,HORNSBY,0,0
20-056623,2020-12,12/14/2020 6:34,Y, , ,1, ,67711,6,LARCENY-FROM BUILDING UNDER $500/ATTEMPT          ,6124,BROADWAY,79,Love's Travel Stop,,6124,BROADWAY,0,0
20-056287,2020-12,12/14/2020 7:00,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,,,16,,,,,0,0
20-056574,2020-12,12/14/2020 7:23,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,5255,TERRY,52,,,5255,TERRY,0,0
20-056301,2020-12,12/14/2020 8:00,Y, , ,1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,3615,VIRGINIA,19,,,3615,VIRGINIA,0,0
20-056156,2020-12,12/14/2020 8:30,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL          ,2233,WASHINGTON,36,,,2233,WASHINGTON,0,0
20-056155,2020-12,12/14/2020 8:30,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL          ,2233,WASHINGTON,36,Enterprise,,2233,WASHINGTON,0,0
20-056158,2020-12,12/14/2020 8:51,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",1408,KINGSHIGHWAY,55,,,1500,KINGSHIGHWAY,0,0
20-056200,2020-12,12/14/2020 9:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4405,GRACE,16,,,4405,GRACE,0,0
20-056706,2020-12,12/14/2020 9:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,3310,GRAND,25,St Pius V Catholic Church,,3310,GRAND,0,0
20-056160,2020-12,12/14/2020 9:23,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3043,THOMAS,59,,,3040,THOMAS,0,0
20-056170,2020-12,12/14/2020 9:30,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5411,ARLINGTON,71,,,5411,ARLINGTON,0,0
20-056170,2020-12,12/14/2020 9:30,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5411,ARLINGTON,71,,,5411,ARLINGTON,0,0
20-056170,2020-12,12/14/2020 9:30,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5411,ARLINGTON,71,,,5411,ARLINGTON,0,0
20-056170,2020-12,12/14/2020 9:30,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5411,ARLINGTON,71,,,5411,ARLINGTON,0,0
20-056166,2020-12,12/14/2020 9:30,Y, , ,1, ,31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,2605,14TH,63,,,2605,14TH,0,0
20-056163,2020-12,12/14/2020 9:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,64,,,,,0,0
20-056167,2020-12,12/14/2020 9:50,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,4610,CHIPPEWA,5,,,4610,CHIPPEWA,0,0
20-056258,2020-12,12/14/2020 10:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,5514,NOTTINGHAM,7,,,5514,NOTTINGHAM,0,0
20-057456,2020-12,12/14/2020 11:00,Y, , ,1, ,67601,6,"LARCENY-FROM BUILDING $500 - $24,999              ",9010,HALL,79,River-Roads Distributing Co,,9010,HALL,0,0
20-056242,2020-12,12/14/2020 11:00,Y, , ,1, ,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999               ",7417,VERMONT,2,Lyons School,,7417,VERMONT,0,0
20-056176,2020-12,12/14/2020 11:30,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,,,55,,,,,0,0
20-056396,2020-12,12/14/2020 11:40,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3427,CHIPPEWA,16,,,,,0,0
20-057523,2020-12,12/14/2020 11:50,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500                      ,407,TAYLOR,38,,,407,TAYLOR,0,0
20-056180,2020-12,12/14/2020 11:58,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1827,20TH,60,,,1827,20TH,0,0
20-056184,2020-12,12/14/2020 12:00,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,,,50,,,,,0,0
20-056284,2020-12,12/14/2020 12:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,5622,ENRIGHT,48,,,5622,ENRIGHT,0,0
20-056193,2020-12,12/14/2020 12:30,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,200,TUCKER,35,City of St. Louis Justice Center,,200,TUCKER,0,0
20-056185,2020-12,12/14/2020 12:45,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,315,9TH,35,Schnucks Cuninaria,,315,9TH,0,0
20-056187,2020-12,12/14/2020 12:58,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,410,CLARK,35,,,410,CLARK,0,0
20-056394,2020-12,12/14/2020 13:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,,,35,,,,,0,0
20-056404,2020-12,12/14/2020 13:00,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,5435,CHRISTY,6,,,5435,CHRISTY,0,0
20-056197,2020-12,12/14/2020 13:00,Y, , ,1, ,41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,2310,OLIVE,36,Firestone,,,,0,0
20-056275,2020-12,12/14/2020 13:00,Y, , ,1, ,67701,2,LARCENY-FROM BUILDING UNDER $500                  ,5203,CHIPPEWA,14,Padda Institute,,5203,CHIPPEWA,0,0
20-056460,2020-12,12/14/2020 13:30,Y, , ,1, ,185000,5,DRUGS-OBTAIN BY FRAUD/FORGERY                     ,3925,LINDELL,38,,,3925,LINDELL,0,0
20-056206,2020-12,12/14/2020 13:38,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,4610,CHIPPEWA,5,Harbor Freight,,4610,CHIPPEWA,0,0
20-056208,2020-12,12/14/2020 13:43,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",504,,1,,,,,0,0
20-056212,2020-12,12/14/2020 13:45,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING            ,1240,SWITZER,74,,,1310,SWITZER,0,0
20-056391,2020-12,12/14/2020 14:00,Y, , ,1, ,69602,2,"LARCENY-ALL OTHER $500 - $24,999                  ",3189,GRAND,15,,,3189,GRAND,0,0
20-056719,2020-12,12/14/2020 14:00,Y, , ,1, ,65711,5,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT         ,4485,CLAYTON,38,,,4485,CLAYTON,0,0
20-056213,2020-12,12/14/2020 14:35,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,,,43,,,,,0,0
20-056383,2020-12,12/14/2020 15:00,Y, , ,1, ,51321,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/OCCUPIED         ,3022,THOMAS,59,,,3022,THOMAS,0,0
20-056474,2020-12,12/14/2020 15:29,Y, , ,1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999              ",,,59,,,,,0,0
20-056568,2020-12,12/14/2020 15:32,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,5345,MAFFITT,50,,,5345,MAFFITT,0,0
20-056227,2020-12,12/14/2020 15:40,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,,,50,,,,,0,0
20-056347,2020-12,12/14/2020 16:00,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,4411,GRAND,16,,,4411,GRAND,0,0
20-056307,2020-12,12/14/2020 16:00, ,Y, ,-1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,100,7TH,35,Hooters,,100,7TH,0,0
20-056307,2020-12,12/14/2020 16:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,100,7TH,35,Hooters,,100,7TH,0,0
20-056243,2020-12,12/14/2020 16:14,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,1900,,26,,,,,0,0
20-056237,2020-12,12/14/2020 16:20,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,2911,UTAH,30,,,2911,UTAH,0,0
20-056246,2020-12,12/14/2020 16:40,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY                    ,,,17,,,,,0,0
20-056244,2020-12,12/14/2020 16:40,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,5543,BATES,5,,,,,0,0
20-057524,2020-12,12/14/2020 16:56,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,4539,VIRGINIA,16,,,4539,VIRGINIA,0,0
20-056583,2020-12,12/14/2020 17:00,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,20,,,,,0,0
20-056402,2020-12,12/14/2020 17:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1610,ARLINGTON,50,,,1610,ARLINGTON,0,0
20-056248,2020-12,12/14/2020 17:00,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,4930,CHRISTY,5,Burlington Coat,,4930,CHRISTY,0,0
20-056249,2020-12,12/14/2020 17:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,,HAMPTON WILSON,11,,,,,0,0
20-056253,2020-12,12/14/2020 17:15,Y, , ,1, ,71030,3,AUTO THEFT-PERM RETNT/JOY RIDE                    ,3457,MAGNOLIA,25,,,3457,MAGNOLIA,0,0
20-056255,2020-12,12/14/2020 17:39,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,76,,,,,0,0
20-056318,2020-12,12/14/2020 17:45,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,4109,LAFAYETTE,28,,,4109,LAFAYETTE,0,0
20-056267,2020-12,12/14/2020 18:00,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,200,TUCKER,35,Saint Louis City Justice Center,,200,TUCKER,0,0
20-056377,2020-12,12/14/2020 18:00,Y, , ,1, ,52312,6,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,4217,GRAND,67,,,4217,GRAND,0,0
20-056582,2020-12,12/14/2020 18:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999               ",2723,GRAVOIS,24,B LINK AUTO SALES,,2723,GRAVOIS,0,0
20-056451,2020-12,12/14/2020 18:00,Y, , ,1, ,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999               ",4331,38TH,16,,,4331,38TH,0,0
20-056344,2020-12,12/14/2020 18:00,Y, , ,1, ,44013,1,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE    ",7719,IVORY,2,,,7719,IVORY,0,0
20-056429,2020-12,12/14/2020 18:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,6445,PLATEAU,42,,,6445,PLATEAU,0,0
20-056254,2020-12,12/14/2020 18:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,,,31,,,,,0,0
20-056256,2020-12,12/14/2020 18:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,3159,CHEROKEE,30,,,3159,CHEROKEE,0,0
20-056413,2020-12,12/14/2020 18:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5816,LOUGHBOROUGH,8,,,5816,LOUGHBOROUGH,0,0
20-056898,2020-12,12/14/2020 18:40,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500                   ,2752,ARMAND,24,,,2752,ARMAND,0,0
20-056273,2020-12,12/14/2020 18:45,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,400,KINGSHIGHWAY,38,,,400,KINGSHIGHWAY,0,0
20-056264,2020-12,12/14/2020 18:45,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4231,NATURAL BRIDGE,68,M&A Market,,4231,NATURAL BRIDGE,0,0
20-056370,2020-12,12/14/2020 19:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,601,CLARK,35,,,601,CLARK,0,0
20-056317,2020-12,12/14/2020 19:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",315,CHESTNUT,35,,,315,CHESTNUT,0,0
20-056321,2020-12,12/14/2020 19:00,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999               ",5300,CLAYTON,82,,,5300,CLAYTON,0,0
20-056352,2020-12,12/14/2020 19:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4467,GIBSON,39,,,4467,GIBSON,0,0
20-056277,2020-12,12/14/2020 19:50,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3520,GRAND,59,,,3520,GRAND,0,0
